county,office,district,party,candidate,votes
Adams,President/Vice President,,,Howard Phillips,13
Adams,President/Vice President,,,Pat Buchanan,63
Adams,President/Vice President,,,Ralph Nader,162
Adams,President/Vice President,,D,Al Gore,3581
Adams,President/Vice President,,L,Harry Browne,20
Adams,President/Vice President,,N,John Hagelin,16
Adams,President/Vice President,,R,George Bush,6380
Adams,U.S. Senate,,D,Ted Celeste,2949
Adams,U.S. Senate,,L,John Mcalister,238
Adams,U.S. Senate,,N,John Eastman,187
Adams,U.S. Senate,,R,Mike Dewine,6508
Allen,President/Vice President,,,Howard Phillips,20
Allen,President/Vice President,,,Pat Buchanan,193
Allen,President/Vice President,,,Ralph Nader,760
Allen,President/Vice President,,D,Al Gore,13996
Allen,President/Vice President,,L,Harry Browne,134
Allen,President/Vice President,,N,John Hagelin,45
Allen,President/Vice President,,R,George Bush,28647
Allen,U.S. Senate,,,Michael Fitzsimmons,2
Allen,U.S. Senate,,,Patrick Flower,1
Allen,U.S. Senate,,D,Ted Celeste,11134
Allen,U.S. Senate,,L,John Mcalister,877
Allen,U.S. Senate,,N,John Eastman,619
Allen,U.S. Senate,,R,Mike Dewine,27926
Ashland,President/Vice President,,,Howard Phillips,23
Ashland,President/Vice President,,,Pat Buchanan,374
Ashland,President/Vice President,,,Ralph Nader,563
Ashland,President/Vice President,,D,Al Gore,6685
Ashland,President/Vice President,,L,Harry Browne,63
Ashland,President/Vice President,,N,John Hagelin,17
Ashland,President/Vice President,,R,George Bush,13533
Ashland,U.S. Senate,,D,Ted Celeste,4708
Ashland,U.S. Senate,,L,John Mcalister,601
Ashland,U.S. Senate,,N,John Eastman,263
Ashland,U.S. Senate,,R,Mike Dewine,14992
Ashtabula,President/Vice President,,,Howard Phillips,51
Ashtabula,President/Vice President,,,Pat Buchanan,338
Ashtabula,President/Vice President,,,Ralph Nader,1109
Ashtabula,President/Vice President,,D,Al Gore,19831
Ashtabula,President/Vice President,,L,Harry Browne,141
Ashtabula,President/Vice President,,N,John Hagelin,62
Ashtabula,President/Vice President,,R,George Bush,17940
Ashtabula,U.S. Senate,,D,Ted Celeste,14764
Ashtabula,U.S. Senate,,L,John Mcalister,1165
Ashtabula,U.S. Senate,,N,John Eastman,607
Ashtabula,U.S. Senate,,R,Mike Dewine,21628
Athens,President/Vice President,,,Howard Phillips,26
Athens,President/Vice President,,,Pat Buchanan,743
Athens,President/Vice President,,,Ralph Nader,1663
Athens,President/Vice President,,D,Al Gore,13158
Athens,President/Vice President,,L,Harry Browne,123
Athens,President/Vice President,,N,John Hagelin,31
Athens,President/Vice President,,R,George Bush,9703
Athens,U.S. Senate,,,Patrick Flower,1
Athens,U.S. Senate,,D,Ted Celeste,11069
Athens,U.S. Senate,,L,John Mcalister,1190
Athens,U.S. Senate,,N,John Eastman,442
Athens,U.S. Senate,,R,Mike Dewine,11466
Auglaize,President/Vice President,,,Howard Phillips,19
Auglaize,President/Vice President,,,Pat Buchanan,104
Auglaize,President/Vice President,,,Ralph Nader,372
Auglaize,President/Vice President,,D,Al Gore,5564
Auglaize,President/Vice President,,L,Harry Browne,43
Auglaize,President/Vice President,,N,John Hagelin,20
Auglaize,President/Vice President,,R,George Bush,13770
Auglaize,U.S. Senate,,,Michael Fitzsimmons,1
Auglaize,U.S. Senate,,D,Ted Celeste,4194
Auglaize,U.S. Senate,,L,John Mcalister,424
Auglaize,U.S. Senate,,N,John Eastman,289
Auglaize,U.S. Senate,,R,Mike Dewine,14578
Belmont,President/Vice President,,,Howard Phillips,32
Belmont,President/Vice President,,,Pat Buchanan,657
Belmont,President/Vice President,,,Ralph Nader,723
Belmont,President/Vice President,,D,Al Gore,15980
Belmont,President/Vice President,,L,Harry Browne,91
Belmont,President/Vice President,,N,John Hagelin,33
Belmont,President/Vice President,,R,George Bush,12625
Belmont,U.S. Senate,,D,Ted Celeste,14176
Belmont,U.S. Senate,,L,John Mcalister,726
Belmont,U.S. Senate,,N,John Eastman,429
Belmont,U.S. Senate,,R,Mike Dewine,13467
Brown,President/Vice President,,,Howard Phillips,13
Brown,President/Vice President,,,Pat Buchanan,83
Brown,President/Vice President,,,Ralph Nader,269
Brown,President/Vice President,,D,Al Gore,5972
Brown,President/Vice President,,L,Harry Browne,49
Brown,President/Vice President,,N,John Hagelin,16
Brown,President/Vice President,,R,George Bush,10027
Brown,U.S. Senate,,D,Ted Celeste,4755
Brown,U.S. Senate,,L,John Mcalister,382
Brown,U.S. Senate,,N,John Eastman,260
Brown,U.S. Senate,,R,Mike Dewine,10467
Butler,President/Vice President,,,Howard Phillips,90
Butler,President/Vice President,,,Pat Buchanan,431
Butler,President/Vice President,,,Ralph Nader,2708
Butler,President/Vice President,,D,Al Gore,46390
Butler,President/Vice President,,L,Harry Browne,427
Butler,President/Vice President,,N,John Hagelin,104
Butler,President/Vice President,,R,George Bush,86587
Butler,U.S. Senate,,,Michael Fitzsimmons,1
Butler,U.S. Senate,,,Patrick Flower,2
Butler,U.S. Senate,,D,Ted Celeste,34748
Butler,U.S. Senate,,L,John Mcalister,3465
Butler,U.S. Senate,,N,John Eastman,1862
Butler,U.S. Senate,,R,Mike Dewine,91886
Carroll,President/Vice President,,,Howard Phillips,21
Carroll,President/Vice President,,,Pat Buchanan,207
Carroll,President/Vice President,,,Ralph Nader,271
Carroll,President/Vice President,,D,Al Gore,4960
Carroll,President/Vice President,,L,Harry Browne,39
Carroll,President/Vice President,,N,John Hagelin,31
Carroll,President/Vice President,,R,George Bush,6732
Carroll,U.S. Senate,,D,Ted Celeste,3833
Carroll,U.S. Senate,,L,John Mcalister,328
Carroll,U.S. Senate,,N,John Eastman,231
Carroll,U.S. Senate,,R,Mike Dewine,7525
Champaign,President/Vice President,,,Howard Phillips,12
Champaign,President/Vice President,,,Pat Buchanan,80
Champaign,President/Vice President,,,Ralph Nader,346
Champaign,President/Vice President,,D,Al Gore,5955
Champaign,President/Vice President,,L,Harry Browne,43
Champaign,President/Vice President,,N,John Hagelin,24
Champaign,President/Vice President,,R,George Bush,9220
Champaign,U.S. Senate,,D,Ted Celeste,5299
Champaign,U.S. Senate,,L,John Mcalister,861
Champaign,U.S. Senate,,N,John Eastman,548
Champaign,U.S. Senate,,R,Mike Dewine,8497
Clark,President/Vice President,,,Howard Phillips,51
Clark,President/Vice President,,,Pat Buchanan,221
Clark,President/Vice President,,,Ralph Nader,1347
Clark,President/Vice President,,D,Al Gore,27984
Clark,President/Vice President,,L,Harry Browne,202
Clark,President/Vice President,,N,John Hagelin,94
Clark,President/Vice President,,R,George Bush,27660
Clark,U.S. Senate,,D,Ted Celeste,19508
Clark,U.S. Senate,,L,John Mcalister,1556
Clark,U.S. Senate,,N,John Eastman,1208
Clark,U.S. Senate,,R,Mike Dewine,34297
Clermont,President/Vice President,,,Howard Phillips,25
Clermont,President/Vice President,,,Pat Buchanan,178
Clermont,President/Vice President,,,Ralph Nader,1303
Clermont,President/Vice President,,D,Al Gore,20927
Clermont,President/Vice President,,L,Harry Browne,225
Clermont,President/Vice President,,N,John Hagelin,90
Clermont,President/Vice President,,R,George Bush,47129
Clermont,U.S. Senate,,,Michael Fitzsimmons,3
Clermont,U.S. Senate,,,Patrick Flower,1
Clermont,U.S. Senate,,D,Ted Celeste,16167
Clermont,U.S. Senate,,L,John Mcalister,1952
Clermont,U.S. Senate,,N,John Eastman,1060
Clermont,U.S. Senate,,R,Mike Dewine,49325
Clinton,President/Vice President,,,Howard Phillips,16
Clinton,President/Vice President,,,Pat Buchanan,50
Clinton,President/Vice President,,,Ralph Nader,325
Clinton,President/Vice President,,D,Al Gore,4791
Clinton,President/Vice President,,L,Harry Browne,48
Clinton,President/Vice President,,N,John Hagelin,16
Clinton,President/Vice President,,R,George Bush,9824
Clinton,U.S. Senate,,D,Ted Celeste,3293
Clinton,U.S. Senate,,L,John Mcalister,449
Clinton,U.S. Senate,,N,John Eastman,236
Clinton,U.S. Senate,,R,Mike Dewine,10688
Columbiana,President/Vice President,,,Howard Phillips,51
Columbiana,President/Vice President,,,Pat Buchanan,557
Columbiana,President/Vice President,,,Ralph Nader,1217
Columbiana,President/Vice President,,D,Al Gore,20657
Columbiana,President/Vice President,,L,Harry Browne,95
Columbiana,President/Vice President,,N,John Hagelin,46
Columbiana,President/Vice President,,R,George Bush,21804
Columbiana,U.S. Senate,,D,Ted Celeste,17111
Columbiana,U.S. Senate,,L,John Mcalister,1151
Columbiana,U.S. Senate,,N,John Eastman,953
Columbiana,U.S. Senate,,R,Mike Dewine,24145
Coshocton,President/Vice President,,,Howard Phillips,14
Coshocton,President/Vice President,,,Pat Buchanan,73
Coshocton,President/Vice President,,,Ralph Nader,295
Coshocton,President/Vice President,,D,Al Gore,5594
Coshocton,President/Vice President,,L,Harry Browne,36
Coshocton,President/Vice President,,N,John Hagelin,13
Coshocton,President/Vice President,,R,George Bush,8243
Coshocton,U.S. Senate,,D,Ted Celeste,4375
Coshocton,U.S. Senate,,L,John Mcalister,327
Coshocton,U.S. Senate,,N,John Eastman,178
Coshocton,U.S. Senate,,R,Mike Dewine,8910
Crawford,President/Vice President,,,Howard Phillips,21
Crawford,President/Vice President,,,Pat Buchanan,161
Crawford,President/Vice President,,,Ralph Nader,536
Crawford,President/Vice President,,D,Al Gore,6721
Crawford,President/Vice President,,L,Harry Browne,44
Crawford,President/Vice President,,N,John Hagelin,27
Crawford,President/Vice President,,R,George Bush,11666
Crawford,U.S. Senate,,D,Ted Celeste,5221
Crawford,U.S. Senate,,L,John Mcalister,503
Crawford,U.S. Senate,,N,John Eastman,376
Crawford,U.S. Senate,,R,Mike Dewine,12845
Cuyahoga,President/Vice President,,,Howard Phillips,527
Cuyahoga,President/Vice President,,,James Harris,5
Cuyahoga,President/Vice President,,,Pat Buchanan,3040
Cuyahoga,President/Vice President,,,Ralph Nader,16956
Cuyahoga,President/Vice President,,D,Al Gore,359913
Cuyahoga,President/Vice President,,L,Harry Browne,1374
Cuyahoga,President/Vice President,,N,John Hagelin,868
Cuyahoga,President/Vice President,,R,George Bush,192099
Cuyahoga,U.S. Senate,,,Michael Fitzsimmons,9
Cuyahoga,U.S. Senate,,D,Ted Celeste,236477
Cuyahoga,U.S. Senate,,L,John Mcalister,10203
Cuyahoga,U.S. Senate,,N,John Eastman,6301
Cuyahoga,U.S. Senate,,R,Mike Dewine,242554
Darke,President/Vice President,,,Howard Phillips,27
Darke,President/Vice President,,,Pat Buchanan,119
Darke,President/Vice President,,,Ralph Nader,452
Darke,President/Vice President,,D,Al Gore,7741
Darke,President/Vice President,,L,Harry Browne,75
Darke,President/Vice President,,N,John Hagelin,36
Darke,President/Vice President,,R,George Bush,14817
Darke,U.S. Senate,,D,Ted Celeste,4999
Darke,U.S. Senate,,L,John Mcalister,489
Darke,U.S. Senate,,N,John Eastman,366
Darke,U.S. Senate,,R,Mike Dewine,16905
Defiance,President/Vice President,,,Howard Phillips,14
Defiance,President/Vice President,,,Pat Buchanan,99
Defiance,President/Vice President,,,Ralph Nader,365
Defiance,President/Vice President,,D,Al Gore,6175
Defiance,President/Vice President,,L,Harry Browne,34
Defiance,President/Vice President,,N,John Hagelin,15
Defiance,President/Vice President,,R,George Bush,9540
Defiance,U.S. Senate,,D,Ted Celeste,5070
Defiance,U.S. Senate,,L,John Mcalister,339
Defiance,U.S. Senate,,N,John Eastman,255
Defiance,U.S. Senate,,R,Mike Dewine,10133
Delaware,President/Vice President,,,Howard Phillips,34
Delaware,President/Vice President,,,Pat Buchanan,162
Delaware,President/Vice President,,,Ralph Nader,1212
Delaware,President/Vice President,,D,Al Gore,17134
Delaware,President/Vice President,,L,Harry Browne,162
Delaware,President/Vice President,,N,John Hagelin,60
Delaware,President/Vice President,,R,George Bush,36639
Delaware,U.S. Senate,,,Patrick Flower,1
Delaware,U.S. Senate,,D,Ted Celeste,12794
Delaware,U.S. Senate,,L,John Mcalister,1785
Delaware,U.S. Senate,,N,John Eastman,733
Delaware,U.S. Senate,,R,Mike Dewine,38290
Erie,President/Vice President,,,Howard Phillips,13
Erie,President/Vice President,,,Pat Buchanan,205
Erie,President/Vice President,,,Ralph Nader,872
Erie,President/Vice President,,D,Al Gore,17732
Erie,President/Vice President,,L,Harry Browne,57
Erie,President/Vice President,,N,John Hagelin,31
Erie,President/Vice President,,R,George Bush,16105
Erie,U.S. Senate,,D,Ted Celeste,13878
Erie,U.S. Senate,,L,John Mcalister,635
Erie,U.S. Senate,,N,John Eastman,491
Erie,U.S. Senate,,R,Mike Dewine,18987
Fairfield,President/Vice President,,,Howard Phillips,34
Fairfield,President/Vice President,,,Pat Buchanan,168
Fairfield,President/Vice President,,,Ralph Nader,1115
Fairfield,President/Vice President,,D,Al Gore,19065
Fairfield,President/Vice President,,L,Harry Browne,138
Fairfield,President/Vice President,,N,John Hagelin,51
Fairfield,President/Vice President,,R,George Bush,33523
Fairfield,U.S. Senate,,D,Ted Celeste,13971
Fairfield,U.S. Senate,,L,John Mcalister,1585
Fairfield,U.S. Senate,,N,John Eastman,744
Fairfield,U.S. Senate,,R,Mike Dewine,36304
Fayette,President/Vice President,,,Howard Phillips,8
Fayette,President/Vice President,,,Pat Buchanan,37
Fayette,President/Vice President,,,Ralph Nader,165
Fayette,President/Vice President,,D,Al Gore,3363
Fayette,President/Vice President,,L,Harry Browne,11
Fayette,President/Vice President,,N,John Hagelin,9
Fayette,President/Vice President,,R,George Bush,5685
Fayette,U.S. Senate,,D,Ted Celeste,2267
Fayette,U.S. Senate,,L,John Mcalister,247
Fayette,U.S. Senate,,N,John Eastman,117
Fayette,U.S. Senate,,R,Mike Dewine,6468
Franklin,President/Vice President,,,Howard Phillips,324
Franklin,President/Vice President,,,James Harris,2
Franklin,President/Vice President,,,Pat Buchanan,1114
Franklin,President/Vice President,,,Ralph Nader,10702
Franklin,President/Vice President,,D,Al Gore,202018
Franklin,President/Vice President,,L,Harry Browne,1427
Franklin,President/Vice President,,N,John Hagelin,625
Franklin,President/Vice President,,R,George Bush,197862
Franklin,U.S. Senate,,,Michael Fitzsimmons,11
Franklin,U.S. Senate,,,Patrick Flower,4
Franklin,U.S. Senate,,D,Ted Celeste,155855
Franklin,U.S. Senate,,L,John Mcalister,12661
Franklin,U.S. Senate,,N,John Eastman,6046
Franklin,U.S. Senate,,R,Mike Dewine,218164
Fulton,President/Vice President,,,Howard Phillips,19
Fulton,President/Vice President,,,Pat Buchanan,92
Fulton,President/Vice President,,,Ralph Nader,376
Fulton,President/Vice President,,D,Al Gore,6805
Fulton,President/Vice President,,L,Harry Browne,34
Fulton,President/Vice President,,N,John Hagelin,24
Fulton,President/Vice President,,R,George Bush,11546
Fulton,U.S. Senate,,D,Ted Celeste,4799
Fulton,U.S. Senate,,L,John Mcalister,357
Fulton,U.S. Senate,,N,John Eastman,245
Fulton,U.S. Senate,,R,Mike Dewine,13007
Gallia,President/Vice President,,,Howard Phillips,24
Gallia,President/Vice President,,,Pat Buchanan,97
Gallia,President/Vice President,,,Ralph Nader,215
Gallia,President/Vice President,,D,Al Gore,4872
Gallia,President/Vice President,,L,Harry Browne,29
Gallia,President/Vice President,,N,John Hagelin,28
Gallia,President/Vice President,,R,George Bush,7511
Gallia,U.S. Senate,,D,Ted Celeste,4049
Gallia,U.S. Senate,,L,John Mcalister,355
Gallia,U.S. Senate,,N,John Eastman,199
Gallia,U.S. Senate,,R,Mike Dewine,7580
Geauga,President/Vice President,,,Howard Phillips,24
Geauga,President/Vice President,,,Pat Buchanan,236
Geauga,President/Vice President,,,Ralph Nader,1405
Geauga,President/Vice President,,D,Al Gore,15327
Geauga,President/Vice President,,L,Harry Browne,153
Geauga,President/Vice President,,N,John Hagelin,38
Geauga,President/Vice President,,R,George Bush,25417
Geauga,U.S. Senate,,D,Ted Celeste,10007
Geauga,U.S. Senate,,L,John Mcalister,930
Geauga,U.S. Senate,,N,John Eastman,482
Geauga,U.S. Senate,,R,Mike Dewine,29528
Greene,President/Vice President,,,Howard Phillips,50
Greene,President/Vice President,,,Pat Buchanan,179
Greene,President/Vice President,,,Ralph Nader,1592
Greene,President/Vice President,,D,Al Gore,25059
Greene,President/Vice President,,L,Harry Browne,242
Greene,President/Vice President,,N,John Hagelin,136
Greene,President/Vice President,,R,George Bush,37946
Greene,U.S. Senate,,D,Ted Celeste,14832
Greene,U.S. Senate,,L,John Mcalister,1443
Greene,U.S. Senate,,N,John Eastman,1566
Greene,U.S. Senate,,R,Mike Dewine,46293
Guernsey,President/Vice President,,,Howard Phillips,23
Guernsey,President/Vice President,,,Pat Buchanan,120
Guernsey,President/Vice President,,,Ralph Nader,405
Guernsey,President/Vice President,,D,Al Gore,6643
Guernsey,President/Vice President,,L,Harry Browne,36
Guernsey,President/Vice President,,N,John Hagelin,22
Guernsey,President/Vice President,,R,George Bush,8181
Guernsey,U.S. Senate,,D,Ted Celeste,5046
Guernsey,U.S. Senate,,L,John Mcalister,412
Guernsey,U.S. Senate,,N,John Eastman,222
Guernsey,U.S. Senate,,R,Mike Dewine,9254
Hamilton,President/Vice President,,,Howard Phillips,208
Hamilton,President/Vice President,,,James Harris,1
Hamilton,President/Vice President,,,Pat Buchanan,1084
Hamilton,President/Vice President,,,Ralph Nader,9222
Hamilton,President/Vice President,,D,Al Gore,161578
Hamilton,President/Vice President,,L,Harry Browne,1242
Hamilton,President/Vice President,,N,John Hagelin,389
Hamilton,President/Vice President,,R,George Bush,204175
Hamilton,U.S. Senate,,,Michael Fitzsimmons,1
Hamilton,U.S. Senate,,,Patrick Flower,12
Hamilton,U.S. Senate,,D,Ted Celeste,130106
Hamilton,U.S. Senate,,L,John Mcalister,10065
Hamilton,U.S. Senate,,N,John Eastman,5122
Hamilton,U.S. Senate,,R,Mike Dewine,223984
Hancock,President/Vice President,,,Howard Phillips,18
Hancock,President/Vice President,,,Pat Buchanan,119
Hancock,President/Vice President,,,Ralph Nader,592
Hancock,President/Vice President,,D,Al Gore,8798
Hancock,President/Vice President,,L,Harry Browne,84
Hancock,President/Vice President,,N,John Hagelin,21
Hancock,President/Vice President,,R,George Bush,20985
Hancock,U.S. Senate,,D,Ted Celeste,6384
Hancock,U.S. Senate,,L,John Mcalister,620
Hancock,U.S. Senate,,N,John Eastman,328
Hancock,U.S. Senate,,R,Mike Dewine,22337
Hardin,President/Vice President,,,Howard Phillips,18
Hardin,President/Vice President,,,Pat Buchanan,57
Hardin,President/Vice President,,,Ralph Nader,243
Hardin,President/Vice President,,D,Al Gore,4557
Hardin,President/Vice President,,L,Harry Browne,50
Hardin,President/Vice President,,N,John Hagelin,19
Hardin,President/Vice President,,R,George Bush,7124
Hardin,U.S. Senate,,D,Ted Celeste,3304
Hardin,U.S. Senate,,L,John Mcalister,555
Hardin,U.S. Senate,,N,John Eastman,557
Hardin,U.S. Senate,,R,Mike Dewine,6891
Harrison,President/Vice President,,,Howard Phillips,13
Harrison,President/Vice President,,,Pat Buchanan,151
Harrison,President/Vice President,,,Ralph Nader,192
Harrison,President/Vice President,,D,Al Gore,3351
Harrison,President/Vice President,,L,Harry Browne,23
Harrison,President/Vice President,,N,John Hagelin,14
Harrison,President/Vice President,,R,George Bush,3417
Harrison,U.S. Senate,,D,Ted Celeste,2971
Harrison,U.S. Senate,,L,John Mcalister,196
Harrison,U.S. Senate,,N,John Eastman,118
Harrison,U.S. Senate,,R,Mike Dewine,3628
Henry,President/Vice President,,,Howard Phillips,10
Henry,President/Vice President,,,Pat Buchanan,43
Henry,President/Vice President,,,Ralph Nader,258
Henry,President/Vice President,,D,Al Gore,4367
Henry,President/Vice President,,L,Harry Browne,32
Henry,President/Vice President,,N,John Hagelin,12
Henry,President/Vice President,,R,George Bush,8530
Henry,U.S. Senate,,D,Ted Celeste,3124
Henry,U.S. Senate,,L,John Mcalister,278
Henry,U.S. Senate,,N,John Eastman,188
Henry,U.S. Senate,,R,Mike Dewine,9361
Highland,President/Vice President,,,Howard Phillips,11
Highland,President/Vice President,,,Pat Buchanan,77
Highland,President/Vice President,,,Ralph Nader,245
Highland,President/Vice President,,D,Al Gore,5328
Highland,President/Vice President,,L,Harry Browne,43
Highland,President/Vice President,,N,John Hagelin,15
Highland,President/Vice President,,R,George Bush,9728
Highland,U.S. Senate,,D,Ted Celeste,4196
Highland,U.S. Senate,,L,John Mcalister,422
Highland,U.S. Senate,,N,John Eastman,226
Highland,U.S. Senate,,R,Mike Dewine,10237
Hocking,President/Vice President,,,Howard Phillips,20
Hocking,President/Vice President,,,Pat Buchanan,217
Hocking,President/Vice President,,,Ralph Nader,291
Hocking,President/Vice President,,D,Al Gore,4474
Hocking,President/Vice President,,L,Harry Browne,35
Hocking,President/Vice President,,N,John Hagelin,17
Hocking,President/Vice President,,R,George Bush,5702
Hocking,U.S. Senate,,D,Ted Celeste,3916
Hocking,U.S. Senate,,L,John Mcalister,328
Hocking,U.S. Senate,,N,John Eastman,193
Hocking,U.S. Senate,,R,Mike Dewine,6047
Holmes,President/Vice President,,,Howard Phillips,25
Holmes,President/Vice President,,,Pat Buchanan,96
Holmes,President/Vice President,,,Ralph Nader,172
Holmes,President/Vice President,,D,Al Gore,2066
Holmes,President/Vice President,,L,Harry Browne,21
Holmes,President/Vice President,,N,John Hagelin,11
Holmes,President/Vice President,,R,George Bush,6754
Holmes,U.S. Senate,,D,Ted Celeste,1770
Holmes,U.S. Senate,,L,John Mcalister,167
Holmes,U.S. Senate,,N,John Eastman,140
Holmes,U.S. Senate,,R,Mike Dewine,6745
Huron,President/Vice President,,,Howard Phillips,15
Huron,President/Vice President,,,Pat Buchanan,213
Huron,President/Vice President,,,Ralph Nader,560
Huron,President/Vice President,,D,Al Gore,8183
Huron,President/Vice President,,L,Harry Browne,60
Huron,President/Vice President,,N,John Hagelin,43
Huron,President/Vice President,,R,George Bush,12286
Huron,U.S. Senate,,D,Ted Celeste,6117
Huron,U.S. Senate,,L,John Mcalister,455
Huron,U.S. Senate,,N,John Eastman,445
Huron,U.S. Senate,,R,Mike Dewine,13710
Jackson,President/Vice President,,,Howard Phillips,9
Jackson,President/Vice President,,,Pat Buchanan,90
Jackson,President/Vice President,,,Ralph Nader,222
Jackson,President/Vice President,,D,Al Gore,5131
Jackson,President/Vice President,,L,Harry Browne,33
Jackson,President/Vice President,,N,John Hagelin,47
Jackson,President/Vice President,,R,George Bush,6958
Jackson,U.S. Senate,,D,Ted Celeste,3827
Jackson,U.S. Senate,,L,John Mcalister,305
Jackson,U.S. Senate,,N,John Eastman,214
Jackson,U.S. Senate,,R,Mike Dewine,7517
Jefferson,President/Vice President,,,Howard Phillips,34
Jefferson,President/Vice President,,,Pat Buchanan,1048
Jefferson,President/Vice President,,,Ralph Nader,897
Jefferson,President/Vice President,,D,Al Gore,17488
Jefferson,President/Vice President,,L,Harry Browne,92
Jefferson,President/Vice President,,N,John Hagelin,39
Jefferson,President/Vice President,,R,George Bush,15038
Jefferson,U.S. Senate,,D,Ted Celeste,15222
Jefferson,U.S. Senate,,L,John Mcalister,1047
Jefferson,U.S. Senate,,N,John Eastman,668
Jefferson,U.S. Senate,,R,Mike Dewine,16316
Knox,President/Vice President,,,Howard Phillips,30
Knox,President/Vice President,,,Pat Buchanan,123
Knox,President/Vice President,,,Ralph Nader,452
Knox,President/Vice President,,D,Al Gore,7133
Knox,President/Vice President,,L,Harry Browne,76
Knox,President/Vice President,,N,John Hagelin,53
Knox,President/Vice President,,R,George Bush,13393
Knox,U.S. Senate,,D,Ted Celeste,5699
Knox,U.S. Senate,,L,John Mcalister,655
Knox,U.S. Senate,,N,John Eastman,378
Knox,U.S. Senate,,R,Mike Dewine,13659
Lake,President/Vice President,,,Howard Phillips,80
Lake,President/Vice President,,,Pat Buchanan,695
Lake,President/Vice President,,,Ralph Nader,3166
Lake,President/Vice President,,D,Al Gore,46497
Lake,President/Vice President,,L,Harry Browne,269
Lake,President/Vice President,,N,John Hagelin,110
Lake,President/Vice President,,R,George Bush,51747
Lake,U.S. Senate,,,Michael Fitzsimmons,3
Lake,U.S. Senate,,,Patrick Flower,2
Lake,U.S. Senate,,D,Ted Celeste,29568
Lake,U.S. Senate,,L,John Mcalister,2078
Lake,U.S. Senate,,N,John Eastman,1078
Lake,U.S. Senate,,R,Mike Dewine,62519
Lawrence,President/Vice President,,,Howard Phillips,24
Lawrence,President/Vice President,,,Pat Buchanan,124
Lawrence,President/Vice President,,,Ralph Nader,402
